complaint_id,customer_id,complaint_date,category,description,status,resolution,priority
CMP01118,CUS-06217,2025-05-04,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP01119,CUS-00960,2025-04-17,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Sudah diganti,low
CMP01120,CUS-03098,2025-06-16,account_security,Notifikasi pesanan tidak masuk ke email.,resolved,,low
CMP01121,CUS-05460,2025-03-28,product_quality,Produk yang diterima tidak sesuai dengan foto di website.,closed,,high
CMP01122,CUS-01133,2025-02-15,promo_issue,Aplikasi sering error saat checkout.,closed,Refund diproses,high
CMP01123,CUS-06013,2025-05-19,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,,low
CMP01124,CUS-03401,2025-05-22,refund_delay,Harga di aplikasi berbeda dengan yang di website.,resolved,,low
CMP01125,CUS-06857,2025-04-27,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Menunggu respon seller,high
CMP01126,CUS-01165,2025-01-30,delivery_issue,Aplikasi sering error saat checkout.,resolved,Refund diproses,low
CMP01127,CUS-06491,2025-01-04,app_bug,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,medium
CMP01128,CUS-03215,2025-02-05,wrong_item,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Refund diproses,low
CMP01129,CUS-11016,2025-04-15,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,high
CMP01130,CUS-02127,2025-01-13,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,medium
CMP01131,CUS-01620,2025-06-24,product_quality,Aplikasi sering error saat checkout.,resolved,,low
CMP01132,CUS-07670,2025-03-17,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,,medium
CMP01133,CUS-08919,2025-06-17,customer_service,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,low
CMP01134,CUS-03111,2025-02-17,app_bug,Notifikasi pesanan tidak masuk ke email.,closed,Sudah diganti,low
CMP01135,CUS-09249,2025-05-03,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,high
CMP01136,CUS-07656,2025-01-18,app_bug,Aplikasi sering error saat checkout.,in_progress,,medium
CMP01137,CUS-11489,2025-06-19,account_security,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP01138,CUS-04628,2025-05-31,customer_service,Refund belum masuk setelah 2 minggu.,open,,high
CMP01139,CUS-10688,2025-01-18,account_security,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,,high
CMP01140,CUS-04381,2025-04-06,app_bug,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,high
CMP01141,CUS-01880,2025-04-15,wrong_item,Notifikasi pesanan tidak masuk ke email.,closed,Sudah diganti,low
CMP01142,CUS-09192,2025-05-23,customer_service,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,medium
CMP01143,CUS-08522,2025-05-05,customer_service,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,medium
CMP01144,CUS-11208,2025-06-09,refund_delay,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,high
CMP01145,CUS-05297,2025-06-19,account_security,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,medium
CMP01146,CUS-05186,2025-06-27,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP01147,CUS-02807,2025-05-15,billing_error,Aplikasi sering error saat checkout.,resolved,Sudah diganti,high
CMP01148,CUS-06966,2025-04-11,account_security,Aplikasi sering error saat checkout.,resolved,,low
CMP01149,CUS-06908,2025-03-13,customer_service,Aplikasi sering error saat checkout.,resolved,Sudah diganti,low
CMP01150,CUS-05065,2025-03-20,app_bug,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,low
CMP01151,CUS-11423,2025-03-27,delivery_issue,Customer service lama merespon.,resolved,Menunggu respon seller,low
CMP01152,CUS-11102,2025-05-31,wrong_item,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,medium
CMP01153,CUS-08106,2025-01-27,delivery_issue,"Packaging rusak, produk penyok.",closed,,low
CMP01154,CUS-08184,2025-04-16,billing_error,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,low
CMP01155,CUS-08095,2025-04-10,product_quality,"Packaging rusak, produk penyok.",closed,Refund diproses,low
CMP01156,CUS-06440,2025-04-28,product_quality,Aplikasi sering error saat checkout.,open,,high
CMP01157,CUS-11331,2025-04-17,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,closed,Menunggu respon seller,medium
CMP01158,CUS-02735,2025-02-17,app_bug,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,high
CMP01159,CUS-04484,2025-06-22,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,closed,,medium
CMP01160,CUS-00909,2025-06-24,refund_delay,Notifikasi pesanan tidak masuk ke email.,open,,high
CMP01161,CUS-02895,2025-04-30,billing_error,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,low
CMP01162,CUS-10785,2025-06-12,promo_issue,"Packaging rusak, produk penyok.",resolved,Refund diproses,low
CMP01163,CUS-03861,2025-05-09,delivery_issue,Refund belum masuk setelah 2 minggu.,in_progress,,medium
CMP01164,CUS-03336,2025-04-17,app_bug,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP01165,CUS-03508,2025-03-11,billing_error,Produk yang diterima tidak sesuai dengan foto di website.,open,,medium
CMP01166,CUS-00844,2025-05-02,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Escalated,low
CMP01167,CUS-11739,2025-06-21,account_security,Aplikasi sering error saat checkout.,open,,low
CMP01168,CUS-08135,2025-02-19,billing_error,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,low
CMP01169,CUS-05981,2025-05-18,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,low
CMP01170,CUS-10169,2025-04-21,customer_service,Refund belum masuk setelah 2 minggu.,closed,Menunggu respon seller,high
CMP01171,CUS-02272,2025-02-07,billing_error,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,high
CMP01172,CUS-04557,2025-01-12,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,high
CMP01173,CUS-02155,2025-06-06,packaging,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,high
CMP01174,CUS-00197,2025-03-30,customer_service,Harga di aplikasi berbeda dengan yang di website.,in_progress,,high
CMP01175,CUS-10826,2025-05-17,account_security,"Packaging rusak, produk penyok.",in_progress,,high
CMP01176,CUS-03913,2025-04-17,app_bug,Harga di aplikasi berbeda dengan yang di website.,closed,Menunggu respon seller,high
CMP01177,CUS-00921,2025-04-21,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,high
CMP01178,CUS-10058,2025-05-24,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,low
CMP01179,CUS-05246,2025-05-12,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Refund diproses,low
CMP01180,CUS-02841,2025-03-21,packaging,Aplikasi sering error saat checkout.,in_progress,,high
CMP01181,CUS-04421,2025-01-07,customer_service,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,low
CMP01182,CUS-07287,2025-01-03,customer_service,Customer service lama merespon.,resolved,,high
CMP01183,CUS-01741,2025-03-24,account_security,Refund belum masuk setelah 2 minggu.,closed,Sudah diganti,high
CMP01184,CUS-09473,2025-01-26,product_quality,Refund belum masuk setelah 2 minggu.,in_progress,,low
CMP01185,CUS-09166,2025-06-30,promo_issue,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,high
CMP01186,CUS-01018,2025-03-02,customer_service,Barang yang diterima berbeda dengan yang dipesan.,open,,medium
CMP01187,CUS-02216,2025-03-31,billing_error,"Packaging rusak, produk penyok.",closed,,high
CMP01188,CUS-10037,2025-04-02,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Sudah diganti,high
CMP01189,CUS-02977,2025-05-20,account_security,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,high
CMP01190,CUS-00147,2025-01-08,packaging,Aplikasi sering error saat checkout.,open,,medium
CMP01191,CUS-10807,2025-06-03,account_security,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,low
CMP01192,CUS-09726,2025-06-26,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,medium
CMP01193,CUS-08529,2025-01-06,refund_delay,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,high
CMP01194,CUS-07439,2025-04-13,account_security,Harga di aplikasi berbeda dengan yang di website.,closed,Menunggu respon seller,low
CMP01195,CUS-06163,2025-06-21,packaging,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,medium
CMP01196,CUS-00309,2025-05-23,app_bug,Customer service lama merespon.,resolved,,medium
CMP01197,CUS-05590,2025-04-01,packaging,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP01198,CUS-10045,2025-05-28,product_quality,Aplikasi sering error saat checkout.,resolved,Escalated,high
CMP01199,CUS-04307,2025-02-12,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,medium
CMP01200,CUS-07970,2025-06-02,packaging,Notifikasi pesanan tidak masuk ke email.,closed,,medium
CMP01201,CUS-09681,2025-02-19,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,medium
CMP01202,CUS-06789,2025-02-28,product_quality,Harga di aplikasi berbeda dengan yang di website.,in_progress,,medium
CMP01203,CUS-03484,2025-06-20,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",open,,low
CMP01204,CUS-01058,2025-03-10,refund_delay,Aplikasi sering error saat checkout.,open,,high
CMP01205,CUS-10917,2025-06-26,refund_delay,Harga di aplikasi berbeda dengan yang di website.,open,,high
CMP01206,CUS-04993,2025-03-30,product_quality,Notifikasi pesanan tidak masuk ke email.,closed,Menunggu respon seller,medium
CMP01207,CUS-06133,2025-01-20,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,closed,,high
CMP01208,CUS-08092,2025-01-02,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,high
CMP01209,CUS-04282,2025-05-26,product_quality,Barang yang diterima berbeda dengan yang dipesan.,resolved,,low
CMP01210,CUS-00415,2025-03-21,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,in_progress,,medium
CMP01211,CUS-05594,2025-04-24,customer_service,Notifikasi pesanan tidak masuk ke email.,open,,medium
CMP01212,CUS-09459,2025-03-05,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,open,,high
CMP01213,CUS-04533,2025-06-26,billing_error,"Packaging rusak, produk penyok.",resolved,,medium
CMP01214,CUS-08625,2025-03-28,packaging,Barang yang diterima berbeda dengan yang dipesan.,closed,,low
CMP01215,CUS-06911,2025-01-21,billing_error,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,medium
CMP01216,CUS-00214,2025-01-29,wrong_item,"Packaging rusak, produk penyok.",resolved,,medium
CMP01217,CUS-05269,2025-02-18,customer_service,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,medium
CMP01218,CUS-11512,2025-01-26,wrong_item,"Packaging rusak, produk penyok.",resolved,Refund diproses,low
CMP01219,CUS-01502,2025-03-04,account_security,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Refund diproses,high
CMP01220,CUS-11109,2025-06-13,refund_delay,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,medium
CMP01221,CUS-01473,2025-04-22,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Menunggu respon seller,low
CMP01222,CUS-00149,2025-05-20,product_quality,"Packaging rusak, produk penyok.",closed,Sudah diganti,medium
CMP01223,CUS-02564,2025-06-05,customer_service,"Packaging rusak, produk penyok.",resolved,,medium
CMP01224,CUS-09292,2025-02-04,promo_issue,Customer service lama merespon.,closed,Sudah diganti,high
CMP01225,CUS-00448,2025-06-19,account_security,Produk yang diterima tidak sesuai dengan foto di website.,in_progress,,high
CMP01226,CUS-03998,2025-05-05,app_bug,Kode promo tidak bisa digunakan padahal masih berlaku.,open,,low
CMP01227,CUS-04804,2025-05-21,app_bug,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP01228,CUS-08486,2025-01-30,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,low
CMP01229,CUS-03600,2025-04-06,billing_error,Customer service lama merespon.,in_progress,,medium
CMP01230,CUS-01928,2025-05-02,wrong_item,Notifikasi pesanan tidak masuk ke email.,resolved,Refund diproses,low
CMP01231,CUS-07957,2025-04-01,billing_error,Barang yang diterima berbeda dengan yang dipesan.,closed,,high
CMP01232,CUS-04026,2025-05-30,billing_error,Notifikasi pesanan tidak masuk ke email.,closed,Escalated,low
CMP01233,CUS-07862,2025-01-11,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Sudah diganti,low
CMP01234,CUS-01749,2025-05-25,product_quality,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP01235,CUS-10669,2025-01-13,refund_delay,Refund belum masuk setelah 2 minggu.,resolved,Refund diproses,high
CMP01236,CUS-02330,2025-02-20,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,medium
CMP01237,CUS-11799,2025-04-12,billing_error,Harga di aplikasi berbeda dengan yang di website.,in_progress,,medium
CMP01238,CUS-01983,2025-03-22,packaging,Produk yang diterima tidak sesuai dengan foto di website.,closed,Menunggu respon seller,medium
CMP01239,CUS-11498,2025-04-03,customer_service,Customer service lama merespon.,in_progress,,high
CMP01240,CUS-05123,2025-03-31,account_security,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,high
CMP01241,CUS-00831,2025-05-19,packaging,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP01242,CUS-09280,2025-06-07,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,medium
CMP01243,CUS-04723,2025-02-20,account_security,Refund belum masuk setelah 2 minggu.,resolved,,medium
CMP01244,CUS-02406,2025-01-08,app_bug,Refund belum masuk setelah 2 minggu.,closed,,low
CMP01245,CUS-07719,2025-05-20,account_security,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,medium
CMP01246,CUS-09557,2025-03-14,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,high
CMP01247,CUS-01866,2025-05-21,account_security,Barang yang diterima berbeda dengan yang dipesan.,closed,Escalated,medium
CMP01248,CUS-02426,2025-04-03,delivery_issue,Notifikasi pesanan tidak masuk ke email.,in_progress,,high
CMP01249,CUS-11694,2025-06-25,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,medium
CMP01250,CUS-10343,2025-01-19,packaging,Harga di aplikasi berbeda dengan yang di website.,closed,,high
CMP01251,CUS-06545,2025-03-20,product_quality,Customer service lama merespon.,in_progress,,low
CMP01252,CUS-04823,2025-06-24,app_bug,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,high
CMP01253,CUS-00804,2025-05-27,product_quality,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,high
CMP01254,CUS-10545,2025-02-26,customer_service,Barang yang diterima berbeda dengan yang dipesan.,in_progress,,low
CMP01255,CUS-02474,2025-06-29,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Refund diproses,low
CMP01256,CUS-08793,2025-03-29,customer_service,Harga di aplikasi berbeda dengan yang di website.,closed,,high
CMP01257,CUS-06505,2025-06-02,refund_delay,Harga di aplikasi berbeda dengan yang di website.,closed,Refund diproses,low
CMP01258,CUS-08515,2025-03-20,customer_service,"Packaging rusak, produk penyok.",in_progress,,low
CMP01259,CUS-05240,2025-01-30,account_security,Harga di aplikasi berbeda dengan yang di website.,in_progress,,medium
CMP01260,CUS-11739,2025-06-22,refund_delay,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,low
CMP01261,CUS-08088,2025-02-03,customer_service,"Packaging rusak, produk penyok.",closed,Escalated,high
CMP01262,CUS-11228,2025-05-23,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,high
CMP01263,CUS-04567,2025-06-29,promo_issue,Customer service lama merespon.,resolved,Escalated,medium
CMP01264,CUS-05081,2025-04-28,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,medium
CMP01265,CUS-08178,2025-05-05,billing_error,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,high
CMP01266,CUS-11173,2025-01-09,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Refund diproses,low
CMP01267,CUS-11887,2025-06-11,packaging,Customer service lama merespon.,in_progress,,medium
CMP01268,CUS-00687,2025-04-28,app_bug,Aplikasi sering error saat checkout.,closed,Menunggu respon seller,low
CMP01269,CUS-09003,2025-06-06,app_bug,Aplikasi sering error saat checkout.,resolved,,high
CMP01270,CUS-11590,2025-06-16,wrong_item,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP01271,CUS-05367,2025-02-20,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,low
CMP01272,CUS-00125,2025-06-11,billing_error,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP01273,CUS-03254,2025-02-02,refund_delay,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Refund diproses,low
CMP01274,CUS-06593,2025-03-15,account_security,"Packaging rusak, produk penyok.",resolved,Escalated,high
CMP01275,CUS-04566,2025-01-09,customer_service,"Packaging rusak, produk penyok.",resolved,Refund diproses,low
CMP01276,CUS-03034,2025-03-14,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Escalated,low
CMP01277,CUS-11788,2025-02-23,app_bug,Notifikasi pesanan tidak masuk ke email.,closed,Menunggu respon seller,high
CMP01278,CUS-06446,2025-02-10,refund_delay,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP01279,CUS-09775,2025-05-02,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,Escalated,medium
CMP01280,CUS-03396,2025-02-03,delivery_issue,Barang yang diterima berbeda dengan yang dipesan.,closed,Escalated,low
CMP01281,CUS-05768,2025-03-23,refund_delay,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP01282,CUS-00187,2025-01-05,product_quality,Harga di aplikasi berbeda dengan yang di website.,resolved,,medium
CMP01283,CUS-00398,2025-02-03,delivery_issue,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,high
CMP01284,CUS-07515,2025-06-15,customer_service,Produk yang diterima tidak sesuai dengan foto di website.,resolved,,high
CMP01285,CUS-04405,2025-04-12,app_bug,Barang yang diterima berbeda dengan yang dipesan.,resolved,,high
CMP01286,CUS-08732,2025-02-19,refund_delay,"Packaging rusak, produk penyok.",open,,low
CMP01287,CUS-05282,2025-05-29,product_quality,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Refund diproses,low
CMP01288,CUS-08744,2025-02-18,packaging,Harga di aplikasi berbeda dengan yang di website.,resolved,Refund diproses,low
CMP01289,CUS-01689,2025-05-18,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,closed,Escalated,low
CMP01290,CUS-06208,2025-01-28,customer_service,"Packaging rusak, produk penyok.",closed,Refund diproses,medium
CMP01291,CUS-00546,2025-04-11,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,resolved,,medium
CMP01292,CUS-06345,2025-02-20,billing_error,Notifikasi pesanan tidak masuk ke email.,resolved,Sudah diganti,low
CMP01293,CUS-01740,2025-04-01,customer_service,Aplikasi sering error saat checkout.,resolved,,medium
CMP01294,CUS-06861,2025-05-24,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,closed,,low
CMP01295,CUS-11674,2025-06-02,delivery_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Refund diproses,medium
CMP01296,CUS-07474,2025-02-21,billing_error,"Packaging rusak, produk penyok.",in_progress,,low
CMP01297,CUS-04062,2025-02-19,delivery_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,high
CMP01298,CUS-08876,2025-03-27,packaging,"Packaging rusak, produk penyok.",resolved,,high
CMP01299,CUS-11172,2025-04-29,product_quality,Notifikasi pesanan tidak masuk ke email.,open,,high
CMP01300,CUS-10589,2025-05-28,refund_delay,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,low
CMP01301,CUS-03883,2025-03-12,wrong_item,Customer service lama merespon.,resolved,,medium
CMP01302,CUS-00886,2025-05-09,customer_service,Refund belum masuk setelah 2 minggu.,resolved,Sudah diganti,low
CMP01303,CUS-02923,2025-02-26,packaging,"Packaging rusak, produk penyok.",resolved,Sudah diganti,high
CMP01304,CUS-11537,2025-01-13,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,,medium
CMP01305,CUS-07642,2025-06-17,promo_issue,Aplikasi sering error saat checkout.,resolved,Sudah diganti,medium
CMP01306,CUS-10767,2025-05-30,packaging,Customer service lama merespon.,closed,,medium
CMP01307,CUS-08757,2025-03-02,customer_service,Harga di aplikasi berbeda dengan yang di website.,resolved,,high
CMP01308,CUS-03447,2025-04-29,promo_issue,Harga di aplikasi berbeda dengan yang di website.,open,,high
CMP01309,CUS-02978,2025-06-27,delivery_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,high
CMP01310,CUS-08915,2025-05-22,app_bug,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,high
CMP01311,CUS-02300,2025-05-10,billing_error,Customer service lama merespon.,closed,,medium
CMP01312,CUS-05259,2025-01-06,promo_issue,Produk yang diterima tidak sesuai dengan foto di website.,closed,,low
CMP01313,CUS-01320,2025-01-28,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,,medium
CMP01314,CUS-01860,2025-05-21,product_quality,Aplikasi sering error saat checkout.,open,,high
CMP01315,CUS-05230,2025-01-10,promo_issue,Aplikasi sering error saat checkout.,closed,Refund diproses,low
CMP01316,CUS-06580,2025-02-04,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,low
CMP01317,CUS-11926,2025-04-26,product_quality,"Packaging rusak, produk penyok.",resolved,Sudah diganti,low
CMP01318,CUS-02435,2025-03-18,billing_error,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,low
CMP01319,CUS-09021,2025-02-19,app_bug,Harga di aplikasi berbeda dengan yang di website.,open,,medium
CMP01320,CUS-03556,2025-03-22,account_security,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,high
CMP01321,CUS-01315,2025-01-07,account_security,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,,high
CMP01322,CUS-01409,2025-06-01,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",in_progress,,low
CMP01323,CUS-04732,2025-02-16,account_security,Aplikasi sering error saat checkout.,resolved,Refund diproses,low
CMP01324,CUS-11786,2025-04-18,promo_issue,Customer service lama merespon.,in_progress,,medium
CMP01325,CUS-07874,2025-03-21,refund_delay,"Packaging rusak, produk penyok.",in_progress,,low
CMP01326,CUS-10324,2025-01-08,app_bug,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,medium
CMP01327,CUS-09275,2025-04-01,product_quality,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Escalated,medium
CMP01328,CUS-02643,2025-04-01,wrong_item,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP01329,CUS-05982,2025-03-08,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Menunggu respon seller,low
CMP01330,CUS-09999,2025-06-23,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Refund diproses,medium
CMP01331,CUS-01085,2025-05-21,delivery_issue,Produk yang diterima tidak sesuai dengan foto di website.,resolved,Refund diproses,low
CMP01332,CUS-03071,2025-04-20,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,in_progress,,low
CMP01333,CUS-07671,2025-05-21,refund_delay,Notifikasi pesanan tidak masuk ke email.,in_progress,,low
CMP01334,CUS-03030,2025-01-30,refund_delay,"Packaging rusak, produk penyok.",closed,Menunggu respon seller,medium
CMP01335,CUS-11725,2025-01-24,packaging,"Packaging rusak, produk penyok.",resolved,Menunggu respon seller,low
CMP01336,CUS-04516,2025-06-05,app_bug,Customer service lama merespon.,resolved,,high
CMP01337,CUS-06840,2025-05-18,customer_service,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Menunggu respon seller,medium
CMP01338,CUS-08620,2025-01-01,billing_error,"Packaging rusak, produk penyok.",closed,Sudah diganti,high
CMP01339,CUS-03961,2025-04-23,customer_service,Barang yang diterima berbeda dengan yang dipesan.,closed,,medium
CMP01340,CUS-09121,2025-03-15,refund_delay,Produk yang diterima tidak sesuai dengan foto di website.,closed,Refund diproses,low
CMP01341,CUS-03259,2025-03-13,delivery_issue,Aplikasi sering error saat checkout.,resolved,,low
CMP01342,CUS-11781,2025-04-02,delivery_issue,Aplikasi sering error saat checkout.,resolved,Menunggu respon seller,low
CMP01343,CUS-03267,2025-05-27,wrong_item,Kode promo tidak bisa digunakan padahal masih berlaku.,resolved,Escalated,low
CMP01344,CUS-00166,2025-03-19,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",closed,Escalated,low
CMP01345,CUS-09132,2025-06-24,packaging,Barang yang diterima berbeda dengan yang dipesan.,resolved,Sudah diganti,low
CMP01346,CUS-05194,2025-03-07,promo_issue,"Pengiriman sangat lambat, sudah 2 minggu belum sampai.",resolved,Sudah diganti,high
CMP01347,CUS-08154,2025-02-12,customer_service,Barang yang diterima berbeda dengan yang dipesan.,resolved,Menunggu respon seller,high
CMP01348,CUS-08714,2025-01-23,refund_delay,Refund belum masuk setelah 2 minggu.,in_progress,,medium
CMP01349,CUS-03736,2025-05-03,customer_service,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Menunggu respon seller,medium
CMP01350,CUS-05207,2025-05-06,delivery_issue,Refund belum masuk setelah 2 minggu.,resolved,,high
CMP01351,CUS-08456,2025-03-29,account_security,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,high
CMP01352,CUS-10909,2025-06-26,wrong_item,Customer service lama merespon.,open,,low
CMP01353,CUS-03407,2025-04-24,delivery_issue,Notifikasi pesanan tidak masuk ke email.,resolved,Escalated,medium
CMP01354,CUS-04957,2025-03-28,refund_delay,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,high
CMP01355,CUS-06496,2025-03-29,billing_error,Aplikasi sering error saat checkout.,closed,,medium
CMP01356,CUS-05893,2025-02-23,promo_issue,Harga di aplikasi berbeda dengan yang di website.,resolved,Escalated,high
CMP01357,CUS-04516,2025-05-09,billing_error,Refund belum masuk setelah 2 minggu.,resolved,Menunggu respon seller,medium
CMP01358,CUS-07221,2025-05-22,promo_issue,Refund belum masuk setelah 2 minggu.,closed,,medium
CMP01359,CUS-09285,2025-05-31,account_security,Barang yang diterima berbeda dengan yang dipesan.,closed,Refund diproses,low
CMP01360,CUS-01793,2025-04-14,product_quality,"Packaging rusak, produk penyok.",resolved,,medium
CMP01361,CUS-00154,2025-06-19,customer_service,Aplikasi sering error saat checkout.,closed,,medium
CMP01362,CUS-03098,2025-05-04,promo_issue,Kode promo tidak bisa digunakan padahal masih berlaku.,closed,Escalated,low
CMP01363,CUS-00631,2025-06-08,wrong_item,"Packaging rusak, produk penyok.",resolved,Sudah diganti,medium
